ID	DOCULECT	CONCEPT	VALUE	TOKENS	LANGID	COGID	ALIGNMENT	CONCEPT_PORTUGUESE	CONCEPTICON_ID	CONCEPT_ORIGINAL_LISTS	SOURCE
2677	Kabiyari	PEOPLE OR PERSON	néki-ri	n é k i ɾ i	4	21580	- - n é - k i ɾ i - - - - - - -		2661	person	Epps
2679	Piapoco	PEOPLE OR PERSON	wenàiwica	w e n à i w i k a	5	21580	w e n à i w i - - - - - k a - -		2661	person	Epps
2681	Resigaro	PEOPLE OR PERSON	ináavi?žaánigí	i n á a v i ʔʒ a á n i g í	6	21580	- i n á a v i ʔʒ a á n i g í - -		2661	person	Epps
2683	Tariana	PEOPLE OR PERSON		n a w í k i	7	21580	- - n a - w í - - - - - k i - -		2661	person	Aikhenvald 2001
2687	Yukuna	PEOPLE OR PERSON	inaʔuké	i n a ʔ u k é	9	21580	- i n a - ʔ u - k é - - - - - -		2661	person	Epps
2689	Warekena	PEOPLE OR PERSON		ñ a m a ɾ i	8	21580	- - ñ a - m a ɾ i - - - - - - -		2661	person	Aikhenvald 2012
5058	Kauixana	PEOPLE OR PERSON	iní	i n í	15	21580	- i n í - - - - - - - - - - - -	Pessoa Civilizado			
6278	Passé	PEOPLE OR PERSON	ʃimána	ʃ i m á n a	17	65	ʃ i m á n a	Pessoa Civilizado			Ramirez 2020
637	Baniwa_Waliperidakenai	RAIN (PRECIPITATION)	iːdza	iː dz a	11	643	iː - dz a -	chuva	658	rain	Bruzzi Alves da Silva 1961
638	Baniwa_Hohoodene	RAIN (PRECIPITATION)	iːdza	iː dz a	4	643	iː - dz a -	chuva	658	rain	Bruzzi Alves da Silva 1961
641	Baniwa_Dzurema	RAIN (PRECIPITATION)	iːdza	iː dz a	2	643	iː - dz a -	chuva	658	rain	Bruzzi Alves da Silva 1961
642	Baniwa_Mauliene	RAIN (PRECIPITATION)	íːdzà	iː dz a	8	643	iː - dz a -	chuva	658	rain	Bruzzi Alves da Silva 1961
643	Koripako_Kumadene	RAIN (PRECIPITATION)	ɽiːaw	ɽ iː a w	7	643	ɽ iː - a w	chuva	658	rain	Bruzzi Alves da Silva 1961
644	Tariana_Kumadene	RAIN (PRECIPITATION)	iːja	iː j a	6	643	iː - j a -	chuva	658	rain	Bruzzi Alves da Silva 1961
645	Baniwa_Kowaidakenai	RAIN (PRECIPITATION)	iːdʒa	iː dʒ a	5	643	iː - dʒ a -	chuva	658	rain	Bruzzi Alves da Silva 1961
646	Baniwa_Dzawinai	RAIN (PRECIPITATION)	iːdza	iː dz a	14	643	iː - dz a -	chuva	658	rain	Bruzzi Alves da Silva 1961
647	Tariana_Bruzzi	RAIN (PRECIPITATION)	iːja	iː j a	12	643	iː - j a -	chuva	658	rain	Bruzzi Alves da Silva 1961
648	Koripako_aha	RAIN (PRECIPITATION)	iːja	iː j a	1	643	iː - j a -	chuva	658	rain	Granadillo 2006
649	Koripako_ehe	RAIN (PRECIPITATION)	iːdza	iː dz a	3	643	iː - dz a -	chuva	658	rain	Granadillo 2006
650	Koripako_oho	RAIN (PRECIPITATION)	iːdza	iː dz a	10	643	iː - dz a -	chuva	658	rain	Granadillo 2006
653	Koripako_name	RAIN (PRECIPITATION)	iːja	iː j a	9	643	iː - j a -	chuva	658	rain	Granadillo 2006
654	Werekena_Baniva	RAIN (PRECIPITATION)	weni	w e n i	13	644	w e n i - - - - - - - - -	chuva	658	rain	Bruzzi Alves da Silva 1961
2691	Achagua	RAIN (PRECIPITATION)	júweriu	j ú w e r i u	1	21581	j ú w e r i u -		658	rain	Melendez 2011
2693	Baniwa	RAIN (PRECIPITATION)	íidza	í i dz a	2	643	í i dz a -		658	rain	Ramirez 2001
2695	Baré	RAIN (PRECIPITATION)		h i j a	3	643	h i j a -		658	rain	Oliveira 93
2697	Kabiyari	RAIN (PRECIPITATION)	peʔekhe	p e ʔ e kh e	4	640			658	rain	Epps
2699	Kabiyari	RAIN (PRECIPITATION)	pehe	p e h e	4	640			658	rain	Epps
2701	Piapoco	RAIN (PRECIPITATION)	unía	u n í a	5	644			658	rain	Epps
2703	Resigaro	RAIN (PRECIPITATION)	fá?voótsí	f á ʔ v o ó ts í	6	2018			658	rain	Epps
2705	Tariana	RAIN (PRECIPITATION)		í j a	7	643	í - j a -		658	rain	Aikhenvald 2001
2709	Yukuna	RAIN (PRECIPITATION)	juni	h u n i	9	644			658	rain	Epps
2711	Warekena	RAIN (PRECIPITATION)		w e n i	8	644			658	rain	Aikhenvald 2012
5015	Kauixana	RAIN (PRECIPITATION)	owi	o w i	15	21581	- o w i - - - -	chuva			
6175	Yumana	RAIN (PRECIPITATION)	owi[j]a	o w i [ j ] a	16	21581	- o w i [ j ] a	chuva			Ramirez 2020
6268	Passé	RAIN (PRECIPITATION)	owie-hoka	o w ie- h o k a	17	21581	- o w ie- h o k a	chuva			Ramirez 2020
655	Baniwa_Waliperidakenai	RED	iʐajdaɽi	i ʐ a j d a ɽ i	11	653	- - i ʐ a j d a ɽ i - -	vermelho	156	red	Bruzzi Alves da Silva 1961
656	Baniwa_Hohoodene	RED	iːʐajdaj	iː ʐ a j d a j	4	653	- - iː ʐ a j d a j - - -	vermelho	156	red	Bruzzi Alves da Silva 1961
657	Baniwa_Dzurema	RED	iʐajdaɽi	i ʐ a j d a ɽ i	2	653	- - i ʐ a j d a ɽ i - -	vermelho	156	red	Bruzzi Alves da Silva 1961
658	Baniwa_Mauliene	RED	iʐájkani	i ʐ a j k a n i	8	653	- - i ʐ a j k a n i - -	vermelho	156	red	Bruzzi Alves da Silva 1961
659	Koripako_Kumadene	RED	ɽiːjo	ɽ iː j o	7	1246		vermelho	156	red	Bruzzi Alves da Silva 1961
660	Tariana_Kumadene	RED	iɾinĩpɛ	i ɾ i n ĩ p ɛ	6	653	- - i ɾ i - - - n ĩ p ɛ	vermelho	156	red	Bruzzi Alves da Silva 1961
661	Baniwa_Kowaidakenai	RED	iɽaikani	i ɽ a i k a n i	5	653	- - i ɽ a i k a n i - -	vermelho	156	red	Bruzzi Alves da Silva 1961
662	Baniwa_Dzawinai	RED	iʐaj	i ʐ a j	14	653	- - i ʐ a j - - - - - -	vermelho	156	red	Bruzzi Alves da Silva 1961
665	Tariana_Bruzzi	RED	iɾikanuka	i ɾ i k a n u k a	12	653	- - i ɾ i - k a n u k a	vermelho	156	red	Bruzzi Alves da Silva 1961
666	Koripako_aha	RED	iraidali	i ɾ a i d a l i	1	653	- - i ɾ a i d a l i - -	vermelho	156	red	Granadillo 2006
667	Koripako_ehe	RED	iːrai	iː ɾ a i	3	653	- - iː ɾ a i - - - - - -	vermelho	156	red	Granadillo 2006
668	Koripako_oho	RED	iːraidale	iː ɾ a i d a l e	10	653	- - iː ɾ a i d a l e - -	vermelho	156	red	Granadillo 2006
669	Koripako_name	RED	iːraidali	iː ɾ a i d a l i	9	653	- - iː ɾ a i d a l i - -	vermelho	156	red	Granadillo 2006
670	Werekena_Baniva	RED	iɾaɽi	i ɾ a ɽ i	13	653	- - i ɾ a - - - ɽ i - -	vermelho	156	red	Bruzzi Alves da Silva 1961
2713	Achagua	RED	kírai	k í r a i	1	653	k - í r a i - - - - - -		156	red	Melendez 2011
2715	Baniwa	RED	iirai	ii r a i	2	653	- - ii r a i - - - - - -		156	red	Ramirez 2001
2717	Baniwa	RED	kéerama	k é e r a m a	2	653	k é e r a m a - - - - -		156	red	Ramirez 2001
2719	Baré	RED		kʰ i a	3	653	kʰ - i - a - - - - - - -		156	red	Oliveira 93
2721	Kabiyari	RED	kíira	k í i r a	4	653	k í i r a - - - - - - -		156	red	Epps
2723	Piapoco	RED	quíiraca	k í: ɾ a k a	5	653	k - í: ɾ a k a - - - - -		156	red	Epps
2725	Resigaro	RED	kedávií́?	k e d á v i í́ ʔ	6	653	k - e d á v i í́ ʔ - - -		156	red	Epps
2727	Tariana	RED		i ɾ í t e	7	653	- - i ɾ í t e - - - - -		156	red	Aikhenvald 2001
2731	Yukuna	RED	kerani	k e ɾ a n i	9	653	k - e ɾ a n i - - - - -		156	red	Epps
2733	Warekena	RED		i ɾ a ɾ i	8	653	- - i ɾ a ɾ i - - - - -		156	red	Aikhenvald 2012
5073	Kauixana	RED	tsa-mala	ts a- m a l a	15	156	ts a- m a l a	vermelho			
6018	Kauixana	RED	sáʔ-tsi	s á ʔ- ts i	15	156	s á ʔ- ts i				
6148	Yumana	RED	kita	k i t a	16	653	k - i t a - - - - - - -	vermelho			Ramirez 2020
6150	Yumana	RED	saami	s aa m i	16	156	s aa m i	vermelho			Ramirez 2020
6242	Passé	RED	ktiti-u	k t i t i-u	17	653	k t i t i-u - - - - - - -	vermelho			Ramirez 2020
6246	Passé	RED	kita	k i t a	17	653	k - i t a - - - - - - -	vermelho			Ramirez 2020
6247	Passé	RED	puru-ju	p u r u- j u	17	232	p u r u- j u	vermelho			Ramirez 2020
702	Achagua	COLD	kasáIinii	k a s a l i n i:	1	153			1287	cold	Melendez 2011
714	Baniwa	COLD	hápe	h á p e	2	233	h á - p e - - - - - -		1287	cold	Ramirez 2001
726	Baré	COLD		h a m e n a	3	233	h a - m e n a - - - -		1287	cold	Oliveira 93
738	Baré	COLD		t i w e h e	3	67	t i w e - h e - - - -		1287	cold	Oliveira 93
750	Kabiyari	COLD	peʔe	p e ʔ e	4	233	- - - p e ʔ e - - - -		1287	cold	Epps
762	Piapoco	COLD	casalíníiri	k a s a l í n í: ɾ i	5	153			1287	cold	Epps
774	Resigaro	COLD	hi?píí?	h i ʔ p íí ʔ	6	233	h i ʔ p íí ʔ - - - - -		1287	cold	Epps
786	Resigaro	COLD	taa	t aa	6	5	t aa - - - - - - - - -		1287	cold	Epps
800	Tariana	COLD		h a p é p e ɾ i	7	233	h a - p é p e ɾ i - -		1287	cold	Aikhenvald 2001
812	Yukuna	COLD	ipe'ení	i p e ʔ e n í	9	233	- i - p e ʔ e n í - -		1287	cold	Epps
824	Warekena	COLD		a p a t e	8	233	- a - p a t e - - - -		1287	cold	Aikhenvald 2012
836	Warekena	COLD		a p a t e ɾ i	8	233	- a - p a t e ɾ i - -		1287	cold	Aikhenvald 2012
848	Warekena	COLD		a w i n i	8	68	a w i n i - -		1287	cold	Aikhenvald 2012
1932	Baniwa_Waliperidakenai	COLD	hapɛ	h a p ɛ	11	233	h a - p ɛ - - - - - -	frio	1287	cold	Bruzzi Alves da Silva 1961
1934	Baniwa_Hohoodene	COLD	hapɛkɐni	h a p ɛ k ɐ n i	4	233	h a - p ɛ k ɐ n i - -	frio	1287	cold	Bruzzi Alves da Silva 1961
1936	Baniwa_Dzurema	COLD	hapɛdɛ	h a p ɛ d ɛ	2	233	h a - p ɛ d ɛ - - - -	frio	1287	cold	Bruzzi Alves da Silva 1961
1938	Baniwa_Mauliene	COLD	hapɛkani	h a p ɛ k a n i	8	233	h a - p ɛ k a n i - -	frio	1287	cold	Bruzzi Alves da Silva 1961
1940	Koripako_Kumadene	COLD	hapeka	h a p e k a	7	233	h a - p e - - - - k a	frio	1287	cold	Bruzzi Alves da Silva 1961
1942	Baniwa_Kowaidakenai	COLD	iːniʐikani	iː n i ʐ i k a n i	5	251		frio	1287	cold	Bruzzi Alves da Silva 1961
1944	Baniwa_Dzawinai	COLD	haːpc	h aː p e	14	233	h aː - p e - - - - - -	frio	1287	cold	Bruzzi Alves da Silva 1961
1946	Tariana_Bruzzi	COLD	hapɛmanʊka	h a p ɛ m a n ʊ k a	12	233	h a - p ɛ m a n ʊ k a	frio	1287	cold	Bruzzi Alves da Silva 1961
1948	Koripako_aha	COLD	hape	h a p e	1	233	h a - p e - - - - - -	frio	1287	cold	Granadillo 2006
1952	Koripako_ehe	COLD	hape	h a p e	3	233	h a - p e - - - - - -	frio	1287	cold	Granadillo 2006
1954	Koripako_oho	COLD	hapedale	h a p e d a l e	10	233	h a - p e d a l e - -	frio	1287	cold	Granadillo 2006
1956	Koripako_name	COLD	haperrji	h a p e r j i	9	233	h a - p e r j - i - -	frio	1287	cold	Granadillo 2006
1958	Werekena_Baniva	COLD	awinimi	a w i n i m i	13	68	a w i n i m i	frio	1287	cold	Bruzzi Alves da Silva 1961
5029	Kauixana	COLD	peʔ-hɨ̃	p e ʔ- h ɨ̃	15	233	- - - p e ʔ- h ɨ̃ - - -	frio			
5090	Kauixana	COLD	pé-ɲɨ	p é- ɲ ɨ	15	233	- - - p é- ɲ ɨ - - - -				
6185	Yumana	COLD	tsope	ts o p e	16	233	ts o - p e - - - - - -	frio			Ramirez 2020
6231	Passé	COLD	kaameré	k aa m e r é	17	236	k aa - m e r é - - - -	frio			Ramirez 2020
704	Baniwa_Waliperidakenai	ROCK	hipada	h i p a d a	11	21584	h i - p a d a -	pedra	668	stone	Bruzzi Alves da Silva 1961
705	Baniwa_Hohoodene	ROCK	hiːpada	h iː p a d a	4	21584	h iː - p a d a -	pedra	668	stone	Bruzzi Alves da Silva 1961
706	Baniwa_Dzurema	ROCK	hipada	h i p a d a	2	21584	h i - p a d a -	pedra	668	stone	Bruzzi Alves da Silva 1961
707	Baniwa_Mauliene	ROCK	hipada	h i p a d a	8	21584	h i - p a d a -	pedra	668	stone	Bruzzi Alves da Silva 1961
708	Koripako_Kumadene	ROCK	hiːpada	h iː p a d a	7	21584	h iː - p a d a -	pedra	668	stone	Bruzzi Alves da Silva 1961
709	Tariana_Kumadene	ROCK	hipaɾɐ	h i p a ɾ ɐ	6	21584	h i - p a ɾ ɐ -	pedra	668	stone	Bruzzi Alves da Silva 1961
710	Baniwa_Kowaidakenai	ROCK	hiːpa	h iː p a	5	21584	h iː - p a - - -	pedra	668	stone	Bruzzi Alves da Silva 1961
711	Baniwa_Dzawinai	ROCK	hipada	h i p a d a	14	21584	h i - p a d a -	pedra	668	stone	Bruzzi Alves da Silva 1961
712	Tariana_Bruzzi	ROCK	hɪpãdaː	h i p ã d aː	12	21584	h i - p ã d aː -	pedra	668	stone	Bruzzi Alves da Silva 1961
715	Koripako_aha	ROCK	hiːpada	h iː p a d a	1	21584	h iː - p a d a -	pedra	668	stone	Granadillo 2006
716	Koripako_ehe	ROCK	hiːpada	h iː p a d a	3	21584	h iː - p a d a -	pedra	668	stone	Granadillo 2006
717	Koripako_oho	ROCK	hiːpada	h iː p a d a	10	21584	h iː - p a d a -	pedra	668	stone	Granadillo 2006
718	Koripako_name	ROCK	hiːpada	h iː p a d a	9	21584	h iː - p a d a -	pedra	668	stone	Granadillo 2006
719	Werekena_Baniva	ROCK	iːpa	iː p a	13	21584	- iː - p a - - -	pedra	668	stone	Bruzzi Alves da Silva 1961
3007	Achagua	ROCK	íiba	í i b a	1	21584	í i - b a - - -		668	stone	Melendez 2011
3009	Baniwa	ROCK	hiipada	h ii p a d a	2	21584	h ii - p a d a -		668	stone	Ramirez 2001
3011	Baré	ROCK		t i b a	3	21584	t i - b a - - -		668	stone	Oliveira 93
3013	Kabiyari	ROCK	híipa	h í i p a	4	21584	h í i p a - - -		668	stone	Epps
3015	Piapoco	ROCK	íba	í b a	5	21584	- í - b a - - -		668	stone	Epps
3019	Resigaro	ROCK	vííši?óú	v íí ʃ i ʔ ó ú	6	782	v íí ʃ i ʔ ó ú		668	stone	Allin 1979
3021	Tariana	ROCK		h i p á d a	7	21584	h i - p á d a -		668	stone	Aikhenvald 2001
3023	Yukuna	ROCK	jipa	h i p a	9	21584	h i - p a - - -		668	stone	Epps
3025	Warekena	ROCK		i p a	8	21584	- i - p a - - -		668	stone	Aikhenvald 2012
3027	Warekena	ROCK		i: p a	8	21584	- i: - p a - - -		668	stone	Aikhenvald 2012
5055	Kauixana	ROCK	pál(h)a	p á l [h] a	15	21584	- - - p á l [h] a	pedra			
6181	Yumana	ROCK	sepá	s e p á	16	21584	s e - p á - - -	pedra			Ramirez 2020
6281	Passé	ROCK	wâri	w â r i	17		w â r i	pedra			Ramirez 2020
720	Baniwa_Waliperidakenai	ROOT	ɽiːɽi	ɽ iː ɽ i	11	157	ɽ iː ɽ i	raiz	670	root	Bruzzi Alves da Silva 1961
721	Baniwa_Hohoodene	ROOT	ɽiːʐi	ɽ iː ʐ i	4	157	ɽ iː ʐ i	raiz	670	root	Bruzzi Alves da Silva 1961
722	Baniwa_Dzurema	ROOT	hipaʐo	h i p a ʐ o	2	234	h i p a - ʐ o - -	raiz	670	root	Bruzzi Alves da Silva 1961
723	Baniwa_Mauliene	ROOT	ɽiːɽi	ɽ iː ɽ i	8	157	ɽ iː ɽ i	raiz	670	root	Bruzzi Alves da Silva 1961
724	Koripako_Kumadene	ROOT	hiːpaʐu	h iː p a ʐ u	7	234	h iː p a - ʐ u - -	raiz	670	root	Bruzzi Alves da Silva 1961
727	Baniwa_Kowaidakenai	ROOT	ɽipaɽi	ɽ i p a ɽ i	5	234	ɽ i p a - - - ɽ i	raiz	670	root	Bruzzi Alves da Silva 1961
728	Baniwa_Dzawinai	ROOT	ɽipaɽi	ɽ i p a ɽ i	14	234	ɽ i p a - - - ɽ i	raiz	670	root	Bruzzi Alves da Silva 1961
729	Tariana_Bruzzi	ROOT	ɾipaɾi	ɾ i p a ɾ i	12	234	ɾ i p a - - - ɾ i	raiz	670	root	Bruzzi Alves da Silva 1961
730	Koripako_aha	ROOT	lipali	l i p a l i	1	234	l i p a - - - l i	raiz	670	root	Granadillo 2006
731	Koripako_ehe	ROOT	lipali	l i p a l i	3	234	l i p a - - - l i	raiz	670	root	Granadillo 2006
732	Koripako_oho	ROOT	lipale	l i p a l e	10	234	l i p a - - - l e	raiz	670	root	Granadillo 2006
733	Koripako_name	ROOT	lipali	l i p a l i	9	234	l i p a - - - l i	raiz	670	root	Granadillo 2006
734	Werekena_Baniva	ROOT	maheː	m a h eː	13	1278		raiz	670	root	Bruzzi Alves da Silva 1961
2735	Achagua	ROOT	híitʃuʃi	h í i tʃ u ʃ i	1	234	- - h í i tʃ u ʃ i		670	root	Melendez 2011
2737	Baniwa	ROOT	-pali	p a l i	2	234	- - p a - - - l i		670	root	Ramirez 2001
2739	Baré	ROOT		d u r i	3	157	d u r i		670	root	Oliveira 93
2741	Kabiyari	ROOT	apáre	a p á r e	4	234	- a p á - - - r e		670	root	Epps
2743	Piapoco	ROOT	ipìchu	i p ì tʃ u	5	234	- i p ì - tʃ u - -		670	root	Epps
2745	Resigaro	ROOT	tébaké	t é b a k é	6	234	t é b a - k é - -		670	root	Epps
2747	Tariana	ROOT		d i p á l i	7	234	d i p á - - - l i		670	root	Aikhenvald 2001
2749	Yukuna	ROOT	ji'ilaji	h i ʔ i l a h i	9	2033	h i ʔ i l a h i - - - -		670	root	Epps
3415	Warekena	ROOT	-ili	i l i	8	157	- i l i		670	root	Ramirez 2001
759	Baniwa_Waliperidakenai	ROUND	madzakanʰĩdaɽi	m a dz a k a nʰ ĩ d a ɽ i	11	668	m a dz a k a nʰ ĩ d a ɽ i	redondo	1395	round	Bruzzi Alves da Silva 1961
760	Baniwa_Hohoodene	ROUND	madzakanʰĩdaɽi	m a dz a k a nʰ ĩ d a ɽ i	4	668	m a dz a k a nʰ ĩ d a ɽ i	redondo	1395	round	Bruzzi Alves da Silva 1961
763	Baniwa_Dzurema	ROUND	tʃikɛʐɐnɛ	tʃ i k ɛ ʐ ɐ n ɛ	2	2004		redondo	1395	round	Bruzzi Alves da Silva 1961
764	Baniwa_Mauliene	ROUND	dabuhekani	d a b u h e k a n i	8	1305		redondo	1395	round	Bruzzi Alves da Silva 1961
765	Koripako_Kumadene	ROUND	maiakaŋgaɽi	m a i a k a ŋ g a ɽ i	7	668	m a i a k a ŋ g a ɽ i -	redondo	1395	round	Bruzzi Alves da Silva 1961
766	Baniwa_Kowaidakenai	ROUND	weːmaka	w eː m a k a	5	2012	w - eː m a k a	redondo	1395	round	Bruzzi Alves da Silva 1961
767	Baniwa_Dzawinai	ROUND	jabuɽhedaɽi	j a b u ɽʰ e d a ɽ i	14	1305		redondo	1395	round	Bruzzi Alves da Silva 1961
768	Tariana_Bruzzi	ROUND	mãkadatukinʊka	m ã k a d a t u k i n ʊ k a	12	668		redondo	1395	round	Bruzzi Alves da Silva 1961
769	Werekena_Baniva	ROUND	tʃiɾeɽi	tʃ i ɾ e ɽ i	13	671		redondo	1395	round	Bruzzi Alves da Silva 1961
2755	Achagua	ROUND	maka	m a k a	1	668	m a - - k a - - - - - - - -		1395	round	Ramirez 2001
2757	Baniwa	ROUND	madzakánhu	m a dz a k á nʰ u	2	668	m a dz a k á nʰ u - - - - - -		1395	round	Ramirez 2001
2759	Kabiyari	ROUND	paβuudú	p a β uu d ú	4	667			1395	round	H&R 1992
2761	Piapoco	ROUND		m a k à p u k u í ʧ ú a	5	668	m a - - k à p u k u í ʧ ú a		1395	round	Epps
2763	Resigaro	ROUND	pavuudu	p a v uu d u	6	667			1395	round	Ramirez 2001
2765	Tariana	ROUND		d a	7	670			1395	round	Aikhenvald 2001
2767	Warekena	ROUND		tʃ i ɾ u e ɾ i	8	671			1395	round	Aikhenvald 2012
761	Baniwa_Waliperidakenai	BELLY	ɽiwawa	ɽ i w a w a	11	32	( ɽ i ) w a w a ( - - )	barriga	1251	belly	Bruzzi Alves da Silva 1961
773	Baniwa_Hohoodene	BELLY	nuʃada	n u ʃ a d a	4	31	( n u ) - ʃ - a d a - -	barriga	1251	belly	Bruzzi Alves da Silva 1961
785	Baniwa_Dzurema	BELLY	ɽiwawa	ɽ i w a w a	2	32	( ɽ i ) w a w a ( - - )	barriga	1251	belly	Bruzzi Alves da Silva 1961
799	Baniwa_Mauliene	BELLY	nuwawa	n u w a w a	8	32	( n u ) w a w a ( - - )	barriga	1251	belly	Bruzzi Alves da Silva 1961
811	Koripako_Kumadene	BELLY	nuwawa	n u w a w a	7	32	( n u ) w a w a ( - - )	barriga	1251	belly	Bruzzi Alves da Silva 1961
823	Baniwa_Kowaidakenai	BELLY	nuʃada	n u ʃ a d a	5	31	( n u ) - ʃ - a d a - -	barriga	1251	belly	Bruzzi Alves da Silva 1961
835	Baniwa_Dzawinai	BELLY	ɽiwawa	ɽ i w a w a	14	32	( ɽ i ) w a w a ( - - )	barriga	1251	belly	Bruzzi Alves da Silva 1961
847	Tariana_Bruzzi	BELLY	wawawa	w a w a w a	12	32	( w a ) w a w a ( - - )	barriga	1251	belly	Bruzzi Alves da Silva 1961
859	Koripako_aha	BELLY	lisrada	l i s ɾ a d a	1	31	( l i ) - s ɾ a d a - -	barriga	1251	belly	Granadillo 2006
871	Koripako_ehe	BELLY	lisrada	l i s ɾ a d a	3	31	( l i ) - s ɾ a d a - -	barriga	1251	belly	Granadillo 2006
883	Koripako_oho	BELLY	lisrada	l i s ɾ a d a	10	31	( l i ) - s ɾ a d a - -	barriga	1251	belly	Granadillo 2006
895	Koripako_name	BELLY	liwawa	l i w a w a	9	32	( l i ) w a w a ( - - )	barriga	1251	belly	Granadillo 2006
907	Werekena_Baniva	BELLY	nutʃiapu	n u tʃ i a p u	13	31	( n u ) - tʃ i a - - p u	barriga	1251	belly	Bruzzi Alves da Silva 1961
1929	Achagua	BELLY	jawaiʃi	j a w a i ʃ i	1	32	( j a ) w a i - ( ʃ i )		1251	belly	Melendez 2011
1951	Baniwa	BELLY	-ʃáda	ʃ á d a	2	31	( - - ) - ʃ - á d a - -		1251	belly	Ramirez 2001
1973	Baré	BELLY		n u d u r a	3	46	( n u ) d u r a		1251	belly	Oliveira 93
1995	Kabiyari	BELLY	te[re]	t e r e	4	46	( - - ) t e r e		1251	belly	Epps
2017	Piapoco	BELLY	dèe	d è e	5	46	( - - ) d è - e		1251	belly	Epps
2039	Resigaro	BELLY	-ii?šáú	ii ʔ š á ú	6	31	( - ii ) ʔ š - á - ú - -		1251	belly	Allin 1979
2061	Tariana	BELLY		d í w a	7	32	( d í ) w a - - ( - - )		1251	belly	Aikhenvald 2001
2085	Yukuna	BELLY	julaji	h u l a h i	9	47			1251	belly	Epps
2109	Warekena	BELLY		n u n e n i	8	2			1251	belly	Aikhenvald 2012
2131	Warekena	BELLY		n u ts i á b u	8	31	( n u ) - ts i á - - b u		1251	belly	Aikhenvald 2012
5005	Kauixana	BELLY	mokó	m o k ó	15	158	m o k ó	barriga			
5078	Kauixana	BELLY	mokaá	m o k aá	15	158	m o k aá				
6160	Yumana	BELLY	mhulhú	mʰ u l h ú	16	237	mʰ u l h ú	barriga			Ramirez 2020
6162	Yumana	BELLY	[o]molo	[ o ] m o l o	16	237	[ o ] m o l o	barriga			Ramirez 2020
6253	Passé	BELLY	[o]motoda	[ o ] m o t o d a	17	237	[ o ] m o t o d a	barriga			Ramirez 2020
6255	Passé	BELLY	niu-tula	n iu- t u l a	17	237	n iu- t u l a	barriga			Ramirez 2020
807	Baniwa_Waliperidakenai	SAND	kajɖa	k a j d a	11	21585	k a j d a - - -	areia	671	sand	Bruzzi Alves da Silva 1961
808	Baniwa_Hohoodene	SAND	kajda	k a j d a	4	21585	k a j d a - - -	areia	671	sand	Bruzzi Alves da Silva 1961
809	Baniwa_Dzurema	SAND	kajda	k a j d a	2	21585	k a j d a - - -	areia	671	sand	Bruzzi Alves da Silva 1961
810	Baniwa_Mauliene	SAND	kajda	k a j d a	8	21585	k a j d a - - -	areia	671	sand	Bruzzi Alves da Silva 1961
813	Koripako_Kumadene	SAND	kaida	k a i d a	7	21585	k a i d a - - -	areia	671	sand	Bruzzi Alves da Silva 1961
814	Baniwa_Kowaidakenai	SAND	kaidukoa	k a i d u k o a	5	21585	k a i d u k o a	areia	671	sand	Bruzzi Alves da Silva 1961
815	Baniwa_Dzawinai	SAND	kaida	k a i d a	14	21585	k a i d a - - -	areia	671	sand	Bruzzi Alves da Silva 1961
816	Tariana_Bruzzi	SAND	kaidakwa	k a i d a kʷ a	12	21585	k a i d a kʷ a -	areia	671	sand	Bruzzi Alves da Silva 1961
817	Koripako_aha	SAND	hipaipe	h i p a i p e	1	2021	- - h i p a i p e	areia	671	sand	Granadillo 2006
818	Koripako_ehe	SAND	kaidakua	k a i d a k u a	3	21585	k a i d a k u a	areia	671	sand	Granadillo 2006
819	Koripako_oho	SAND	kaida	k a i d a	10	21585	k a i d a - - -	areia	671	sand	Granadillo 2006
820	Koripako_name	SAND	kaida	k a i d a	9	21585	k a i d a - - -	areia	671	sand	Granadillo 2006
821	Werekena_Baniva	SAND	jatʃinaha	j a tʃ i n a h a	13	679		areia	671	sand	Bruzzi Alves da Silva 1961
822	Tariana_Kumadene	SAND	kaidakwa	k a i d a kw a	11	21585	k a i d a kw a -	areia	671	sand	Bruzzi Alves da Silva 1961
2284	Tariana_Kumadene	SAND	kajdakʷɐ	k a j d a kʷ ɐ	6	21585	k a j d a kʷ ɐ -	Praia	671	sand	Bruzzi Alves da Silva 1961
2769	Achagua	SAND	káina	k á i n a	1	21585	k á i n a - - -		671	sand	Melendez 2011
2771	Baniwa	SAND	káida	k á i d a	2	21585	k á i d a - - -		671	sand	Ramirez 2001
2775	Baré	SAND		a r e n a	3	674			671	sand	Oliveira 93
2777	Kabiyari	SAND	káʔa	k á ʔ a	4	21585	k á ʔ - a - - -		671	sand	Epps
2779	Piapoco	SAND	kai[na]	k a i n a	5	21585	k a i n a		671	sand	Epps
2781	Resigaro	SAND	meníigí	m e n í i g í	6	677			671	sand	Allin 1979
2783	Tariana	SAND		k á i d o	7	21585	k á i d o - - -		671	sand	Aikhenvald 2001
2785	Yukuna	SAND	ke'epé	k e ʔ p é	9	21585	k e ʔ p é - - -		671	sand	Epps
2787	Warekena	SAND		j á tʃ i n a	8	679			671	sand	Aikhenvald 2012
5003	Kauixana	SAND	kaʔí	k a ʔ í	15	21585	k a ʔ í	areia			
6145	Yumana	SAND	kéi	k éi	16	21585	k éi	areia			Ramirez 2020
6243	Passé	SAND	kii	k ii	17	21585	k ii	areia			Ramirez 2020
